USERID,n_azioni,n_attivita_distinte,n_giorni_attivi,durata_giorni,feature0_media,feature1_media,feature2_media,feature3_media,ABBANDONO
3960,136,49,7,22.027,-0.033,0.182,-0.018,-0.023,0
3961,48,18,3,7.584,-0.123,0.412,-0.102,-0.067,1
3962,8,3,1,0.008,0.354,-0.436,0.42,0.334,0
3963,22,12,2,10.946,0.048,-0.32,0.107,0.225,1
3964,23,11,3,10.003,-0.203,-0.436,0.15,-0.015,1
3965,97,44,7,21.967,-0.042,0.115,-0.048,-0.038,0
3966,7,3,1,0.002,-0.32,-0.436,0.107,-0.067,1
3967,17,7,3,8.026,-0.32,0.462,-0.07,-0.067,1
3968,114,48,10,21.376,0.33,-0.346,0.067,0.014,0
3970,36,15,3,6.536,-0.32,-0.153,0.232,0.011,1
3971,45,21,2,0.849,-0.17,0.017,0.018,0.129,1
3972,92,37,10,20.594,0.002,-0.38,0.145,-0.011,0
3973,7,6,1,0.001,-0.32,-0.436,0.178,-0.067,1
3974,82,34,7,9.798,-0.123,0.185,0.009,-0.031,0
3975,12,10,1,0.056,-0.208,-0.436,0.149,0.451,1
3976,10,9,1,0.03,-0.32,0.328,0.057,0.093,1
3977,49,33,6,21.42,-0.155,0.291,-0.077,-0.035,0
3978,154,48,9,15.873,0.013,0.209,-0.066,0.02,0
3979,9,4,1,0.002,0.878,-0.436,-0.172,-0.0,1
3980,70,50,4,16.894,-0.32,0.546,-0.086,-0.067,1
3981,132,70,5,15.764,0.334,0.046,-0.053,0.041,0
3982,136,53,5,20.967,0.285,-0.249,-0.044,-0.029,1
3983,90,53,4,15.7,0.144,-0.096,0.001,0.412,0
3984,45,21,2,6.368,0.01,-0.379,0.04,0.053,0
3985,6,3,2,1.005,-0.32,-0.012,0.023,-0.067,1
3986,93,39,9,17.999,-0.132,0.248,-0.044,-0.0,0
3987,4,3,1,0.015,-0.32,0.2,-0.018,-0.067,1
3988,9,7,1,0.017,-0.32,-0.153,0.162,-0.0,1
3989,154,71,7,20.173,0.03,0.209,-0.056,-0.007,0
3990,69,36,7,21.015,0.305,-0.325,-0.017,0.029,0
3991,45,18,1,0.055,-0.26,-0.379,0.207,-0.027,1
3992,131,43,12,21.21,0.143,-0.261,-0.016,-0.026,0
3993,5,4,1,0.015,-0.32,-0.436,0.207,-0.067,1
3994,45,22,4,5.988,-0.05,-0.153,-0.005,-0.063,0
3995,103,45,3,7.607,0.112,0.355,-0.102,-0.001,1
3996,5,4,1,0.005,-0.32,-0.436,0.207,0.254,1
3997,4,3,1,0.005,-0.32,-0.436,0.107,-0.067,1
3998,120,53,9,19.025,-0.05,0.01,0.019,-0.046,0
3999,143,64,5,21.495,0.095,-0.026,-0.047,-0.05,0
4000,74,34,6,16.029,0.263,-0.401,0.026,-0.04,0
4001,39,21,5,3.298,-0.078,-0.37,0.158,-0.006,1
4002,135,73,9,19.428,0.099,0.149,-0.079,-0.033,0
4003,56,29,4,3.221,-0.2,0.473,-0.081,0.026,0
4004,72,41,8,19.164,0.054,-0.33,0.016,-0.025,0
4005,16,12,2,7.536,-0.32,0.2,-0.018,-0.067,1
4006,5,3,1,0.001,-0.32,-0.436,0.107,-0.067,1
4007,79,30,13,21.282,-0.32,-0.017,0.031,-0.052,0
4008,18,11,2,11.246,-0.17,0.13,0.051,0.167,0
4009,19,7,5,10.18,-0.32,-0.302,0.239,-0.025,0
4010,39,21,1,0.049,-0.043,0.151,-0.06,-0.042,1
4011,4,3,1,0.083,-0.32,-0.436,0.107,-0.067,1
4012,62,36,9,20.059,-0.32,0.016,0.018,-0.067,0
4013,5,4,1,0.004,-0.32,0.073,0.007,-0.067,1
4014,5,4,1,0.005,-0.32,-0.436,0.107,-0.067,1
4015,41,19,5,14.033,-0.123,0.185,-0.028,0.006,1
4016,7,2,1,0.096,-0.32,-0.436,0.178,-0.039,1
4017,4,2,1,0.007,-0.32,-0.436,0.357,1.789,1
4018,76,29,10,20.052,-0.054,0.267,-0.051,-0.025,0
4019,6,4,1,0.022,-0.32,-0.436,0.107,-0.067,1
4020,125,55,13,17.44,0.133,0.053,-0.062,-0.027,0
4021,238,82,10,21.232,0.19,0.056,-0.062,0.009,0
4022,6,3,1,0.001,-0.32,-0.436,0.107,-0.067,1
4023,16,10,2,0.126,-0.32,0.359,0.107,0.008,1
4024,40,9,3,2.389,-0.32,-0.118,0.044,-0.067,1
4025,41,24,3,10.071,-0.09,0.061,-0.028,-0.043,1
4026,68,25,3,5.011,-0.32,0.5,-0.055,-0.05,1
4027,152,48,13,21.454,-0.107,-0.067,0.011,-0.003,0
4028,63,40,9,15.285,-0.063,0.332,-0.1,-0.035,0
4029,11,6,2,2.309,-0.32,0.027,0.152,-0.067,1
4030,55,25,2,0.257,-0.32,0.212,0.079,0.009,1
4031,57,20,6,21.566,-0.131,0.457,-0.087,-0.011,0
4032,72,41,9,18.943,-0.133,0.094,-0.005,-0.02,0
4033,86,25,5,20.36,0.041,-0.317,0.037,-0.021,0
4034,14,9,3,5.021,-0.32,-0.254,0.071,-0.067,1
4035,62,34,4,11.435,-0.037,0.016,-0.047,-0.045,1
4036,11,5,2,9.232,-0.32,-0.204,0.38,0.188,1
4037,7,4,1,0.012,-0.32,-0.072,0.035,-0.067,1
4038,33,18,3,10.525,0.048,-0.281,0.001,-0.049,1
4039,79,32,12,18.393,0.328,-0.242,-0.033,0.042,0
4040,70,42,3,21.22,-0.185,0.219,-0.001,-0.039,0
4041,22,11,3,4.314,0.048,-0.204,-0.03,-0.058,1
4042,162,51,6,21.497,-0.029,0.193,-0.079,-0.052,0
4043,63,27,6,15.487,-0.32,0.372,0.051,-0.048,1
4044,18,9,2,0.417,-0.32,0.271,-0.032,-0.067,1
4045,42,25,4,14.473,1.092,-0.193,-0.084,0.114,0
4046,17,10,2,4.987,0.156,-0.286,-0.041,-0.032,1
4047,160,59,11,17.389,0.346,-0.245,-0.028,0.01,0
4048,7,6,2,0.14,-0.32,-0.072,0.035,-0.067,1
4049,6,4,1,0.004,-0.32,-0.436,0.274,0.301,1
4050,21,16,1,0.009,-0.32,-0.436,0.155,-0.048,1
4051,10,7,2,5.337,0.624,-0.436,-0.144,0.013,1
4052,28,12,2,0.13,-0.272,-0.072,0.071,-0.06,1
4053,62,42,8,19.001,0.093,-0.436,0.042,-0.032,1
4054,9,2,1,0.01,-0.32,-0.436,0.107,-0.067,1
4055,30,15,5,13.742,0.084,-0.351,0.057,0.2,1
4056,81,45,8,21.462,-0.02,0.224,-0.11,-0.067,0
4057,73,27,7,10.247,-0.283,0.401,-0.065,-0.059,1
4058,32,12,7,21.022,-0.32,0.041,0.013,-0.067,1
4059,79,46,6,18.095,0.141,0.08,-0.026,0.017,0
4060,120,35,10,21.338,0.017,0.2,-0.081,-0.032,0
4061,7,3,1,0.001,-0.32,-0.436,0.107,-0.067,1
4062,92,49,8,21.089,-0.144,0.2,-0.057,-0.065,0
4063,99,36,3,20.911,-0.157,-0.127,0.066,-0.025,0
4064,11,5,3,7.149,-0.32,-0.436,0.107,-0.067,1
4065,164,70,9,16.052,0.107,0.2,-0.092,-0.001,0
4066,15,11,2,1.169,-0.23,-0.436,0.073,-0.067,1
4067,25,17,3,6.925,-0.212,-0.232,0.047,-0.067,1
4068,54,30,7,8.005,-0.17,0.13,-0.032,-0.067,0
4069,6,5,1,0.001,-0.32,-0.012,0.023,-0.067,1
4070,278,73,16,18.19,0.01,-0.088,-0.014,-0.003,0
4071,12,4,4,6.182,-0.32,-0.436,0.149,0.05,1
4072,45,30,4,3.321,-0.08,0.243,-0.005,-0.027,1
4073,5,5,1,0.071,-0.32,0.073,0.007,-0.067,1
4074,23,14,3,9.027,-0.027,-0.325,0.02,0.02,1
4075,21,16,3,2.153,-0.32,-0.436,0.107,-0.067,1
4076,46,17,4,18.944,0.295,-0.436,-0.035,-0.006,0
4077,16,9,1,0.15,-0.32,0.359,0.013,-0.055,1
4078,186,65,4,15.894,-0.081,0.385,-0.055,-0.01,0
4079,5,3,1,0.009,-0.32,-0.436,0.107,-0.067,1
4080,84,53,7,20.783,-0.256,0.412,-0.072,-0.067,0
4081,89,45,9,21.184,0.15,-0.436,0.022,-0.002,0
4082,35,15,2,3.162,0.104,-0.29,0.021,-0.021,1
4083,40,32,6,9.851,0.017,-0.118,-0.018,-0.037,1
4084,20,14,3,11.311,-0.32,-0.181,0.107,-0.067,0
4085,14,13,1,0.083,-0.127,0.473,-0.144,-0.067,1
4086,22,12,1,0.04,-0.32,0.143,-0.007,-0.067,1
4087,47,26,5,13.062,-0.033,0.106,-0.032,-0.033,0
4088,41,21,5,5.329,-0.188,-0.25,0.046,-0.023,0
4089,82,48,5,19.627,0.732,-0.436,0.058,0.459,1
4090,65,27,4,9.26,-0.071,0.386,-0.086,-0.015,1
4091,60,42,3,11.311,-0.073,0.243,-0.085,-0.064,0
4092,7,6,2,6.99,-0.32,-0.072,0.107,0.047,0
4093,32,17,1,0.13,-0.32,0.359,-0.034,-0.067,1
4094,6,5,1,0.001,-0.32,-0.012,0.023,-0.067,1
4095,63,32,4,10.836,0.087,0.13,-0.092,-0.048,1
4096,6,3,1,0.001,-0.32,-0.436,0.19,-0.034,1
4097,71,30,4,13.365,0.288,-0.4,0.008,-0.039,1
4098,23,8,2,1.145,0.149,-0.436,-0.046,-0.067,1
4099,36,22,2,11.824,0.017,0.2,-0.074,-0.056,1
4100,95,55,7,20.187,0.191,0.18,-0.073,0.002,0
4101,41,19,3,17.064,0.239,-0.374,-0.015,0.016,1
4102,308,93,10,20.976,0.087,0.2,-0.069,-0.023,0
4103,5,4,1,0.277,-0.32,0.073,0.007,-0.067,1
4104,68,35,8,18.124,-0.241,0.2,-0.041,-0.067,1
4105,119,49,9,20.929,-0.275,-0.136,0.082,-0.007,1
4106,4,3,1,0.002,-0.32,0.2,0.107,0.033,1
4107,31,11,1,0.021,0.202,0.057,-0.103,-0.041,1
4108,11,6,1,0.797,-0.32,-0.436,0.152,-0.049,1
4109,5,5,1,0.019,-0.32,-0.436,0.207,0.254,1
4110,5,5,1,0.005,-0.32,0.073,0.007,-0.067,1
4111,7,5,1,0.015,-0.32,0.291,-0.036,-0.067,1
4112,43,23,3,10.987,-0.038,0.038,-0.068,-0.063,1
4113,44,22,2,16.031,0.507,-0.436,-0.087,0.015,1
4114,7,6,1,0.01,-0.32,-0.436,0.107,-0.067,1
4115,21,11,3,3.05,0.194,-0.436,0.083,0.114,1
4116,11,10,2,3.793,-0.32,0.258,0.016,-0.067,1
4117,73,23,4,8.285,-0.135,-0.261,0.079,-0.059,0
4118,49,29,5,10.752,-0.017,0.239,-0.057,0.056,1
4119,55,29,4,19.008,-0.124,0.119,-0.003,0.009,1
4120,18,9,3,3.923,-0.32,-0.436,0.19,-0.067,0
4121,26,16,2,1.197,-0.113,0.151,-0.047,-0.029,1
4122,13,9,3,10.261,-0.32,-0.044,0.03,-0.067,1
4123,30,19,3,3.019,-0.05,0.158,-0.06,-0.067,1
4124,4,2,1,0.0,-0.32,-0.436,0.107,-0.067,1
4125,83,38,5,20.246,-0.076,0.024,-0.044,-0.048,1
4126,5,4,2,0.974,-0.32,-0.436,0.107,-0.067,1
4127,95,41,9,21.196,0.077,-0.221,-0.03,-0.055,0
4128,124,64,12,20.995,0.071,-0.005,-0.051,-0.045,0
4129,73,31,7,14.816,-0.025,-0.436,0.086,-0.056,0
4130,17,11,2,1.18,-0.32,0.013,0.077,-0.067,1
4131,8,7,1,0.043,-0.32,-0.436,0.107,-0.067,1
4132,23,15,3,16.205,-0.203,0.117,-0.002,-0.041,1
4133,72,28,4,14.926,-0.095,0.059,-0.032,-0.062,1
4134,51,15,2,10.009,-0.32,-0.436,0.352,0.381,1
4135,117,65,7,16.164,0.014,0.13,-0.056,-0.045,0
4136,5,4,1,0.013,-0.32,-0.436,0.107,-0.067,1
4137,134,70,9,16.901,0.062,0.153,-0.076,-0.039,0
4138,4,4,1,0.013,-0.32,-0.436,0.232,0.133,1
4139,6,5,1,0.003,-0.32,-0.436,0.19,-0.0,1
4140,90,52,7,17.758,-0.05,0.243,-0.077,-0.018,0
4141,8,4,2,3.794,-0.32,-0.436,0.169,0.108,1
4142,16,11,4,7.023,-0.32,0.359,0.075,-0.017,1
4143,5,3,4,6.204,-0.32,-0.436,0.107,-0.067,1
4144,80,42,5,16.665,0.371,0.073,-0.075,-0.015,0
4145,158,62,11,20.824,0.107,0.064,-0.083,-0.029,0
4146,43,22,3,2.168,-0.32,0.452,-0.045,-0.067,1
4147,20,13,4,5.998,-0.253,0.2,-0.044,-0.067,1
4148,80,35,11,20.998,-0.253,0.137,-0.018,-0.062,0
4149,22,7,2,2.614,-0.32,-0.32,0.198,0.143,0
4150,8,5,1,0.04,-0.32,-0.436,1.359,-0.042,1
4151,25,18,3,5.343,0.219,-0.334,0.187,1.434,1
4152,34,18,1,0.036,-0.161,0.537,-0.129,-0.067,1
4153,51,25,5,12.932,0.367,-0.136,-0.109,-0.032,0
4154,8,5,2,0.811,-0.32,-0.436,0.107,-0.067,1
4155,97,54,4,14.883,-0.209,0.351,-0.007,-0.038,0
4156,32,17,2,2.684,-0.236,0.2,0.075,0.039,1
4157,65,29,6,11.048,-0.154,-0.044,0.022,-0.049,0
4158,4,3,2,10.034,-0.32,0.2,-0.018,-0.067,1
4159,9,4,1,0.078,-0.32,-0.436,0.107,-0.067,1
4160,8,3,2,11.214,-0.32,-0.436,0.107,-0.067,1
4161,64,47,6,19.923,-0.151,0.28,-0.034,0.033,0
4162,11,7,1,0.005,-0.32,-0.436,0.107,-0.067,1
4163,26,20,3,1.86,-0.061,-0.24,-0.009,-0.067,1
4164,6,5,1,0.002,-0.32,-0.012,0.023,-0.067,1
4165,17,9,3,5.14,-0.082,-0.436,0.048,-0.044,1
4166,80,46,6,21.162,-0.118,0.296,-0.094,-0.067,0
4167,33,21,3,18.232,0.497,-0.281,-0.015,0.133,0
4168,12,8,2,5.113,-0.32,-0.224,0.274,0.033,1
4169,15,9,2,0.772,-0.32,0.073,0.073,0.187,1
4170,40,20,4,18.981,0.152,-0.436,0.069,-0.017,0
4171,194,64,7,18.698,0.229,-0.278,0.071,0.01,0
4172,77,38,6,16.197,0.013,-0.436,0.016,-0.062,0
4173,43,19,5,13.635,-0.289,0.274,-0.033,-0.035,1
4174,76,33,4,9.996,0.035,0.1,-0.051,-0.028,1
4175,25,22,1,0.104,-0.32,0.582,-0.094,-0.067,1
4176,20,11,3,13.803,0.691,-0.436,-0.119,0.194,1
4177,8,7,1,0.022,-0.32,0.518,-0.081,-0.067,1
4178,34,17,1,0.101,-0.082,0.013,-0.011,-0.05,1
4179,31,16,5,16.747,-0.016,-0.189,0.01,-0.061,1
4180,109,53,5,15.826,0.101,0.008,-0.054,-0.032,0
4181,36,23,3,20.937,-0.058,0.271,-0.06,-0.045,1
4182,63,19,3,5.067,-0.17,-0.072,0.019,-0.016,0
4183,11,8,2,5.034,-0.32,0.258,-0.03,-0.067,1
4184,8,7,1,0.028,-0.32,0.518,-0.081,-0.067,1
4185,7,4,1,0.01,-0.32,-0.072,0.035,-0.067,1
4186,15,7,1,0.02,-0.14,-0.436,0.04,-0.067,1
4187,75,21,3,13.805,0.075,-0.368,0.12,0.002,1
4188,53,32,3,15.589,0.901,-0.436,-0.092,0.016,1
4189,6,5,1,0.013,-0.32,-0.012,0.023,-0.067,1
4190,18,12,2,12.923,-0.32,0.412,-0.06,-0.067,1
4191,85,42,4,20.19,0.061,0.043,-0.046,0.006,0
4192,8,6,2,3.966,-0.32,-0.118,0.044,-0.067,1
4193,47,17,3,9.001,0.34,-0.273,-0.085,-0.063,1
4194,31,20,2,1.885,-0.146,0.303,-0.087,-0.067,1
4195,194,55,10,20.969,-0.132,0.22,-0.053,-0.056,0
4196,18,15,1,0.58,-0.245,-0.436,0.079,-0.067,1
4197,17,10,1,0.033,-0.32,0.163,0.018,-0.02,1
4198,38,17,3,20.909,0.567,-0.302,-0.131,-0.057,0
4199,85,48,3,8.138,-0.003,0.043,-0.011,0.025,0
4201,12,8,2,4.967,0.354,-0.436,-0.018,0.066,1
4202,67,26,6,15.579,-0.32,0.4,0.025,-0.064,1
4203,29,17,1,0.652,-0.088,-0.348,0.141,-0.067,1
4204,94,32,9,20.581,0.024,-0.165,0.048,0.447,0
4205,105,55,13,17.792,0.001,-0.169,-0.008,-0.033,0
4206,4,4,1,0.019,-0.32,0.2,-0.018,-0.067,1
4207,16,11,1,0.005,-0.32,0.2,0.013,-0.017,1
4208,50,26,4,14.05,-0.212,0.429,-0.094,-0.067,1
4209,28,12,1,0.03,0.065,-0.072,-0.054,-0.053,1
4210,30,20,1,0.07,-0.05,0.412,-0.127,-0.067,1
4211,60,32,7,20.275,-0.32,-0.393,0.157,0.444,1
4212,104,50,8,20.027,-0.061,0.2,-0.067,-0.063,0
4213,14,8,1,0.026,0.258,-0.436,-0.108,-0.067,0
4214,17,7,5,4.054,-0.32,-0.136,0.254,-0.02,1
4215,34,13,6,21.104,0.711,-0.436,-0.041,0.269,0
4216,36,11,5,19.96,-0.32,0.342,-0.005,-0.062,0
4217,77,38,8,20.933,0.38,-0.171,-0.056,-0.018,0
4218,16,9,1,0.025,-0.151,0.041,-0.05,-0.067,1
4219,24,15,1,0.051,0.186,-0.33,-0.039,-0.059,1
4220,24,17,2,5.034,-0.32,-0.436,0.107,-0.067,1
4221,13,5,1,0.035,-0.32,-0.24,0.068,-0.067,1
4222,149,54,10,19.831,0.205,-0.367,0.033,0.023,0
4223,10,5,1,0.008,-0.32,-0.181,0.057,-0.067,1
4224,211,67,9,21.126,0.364,-0.412,0.114,-0.016,0
4225,85,21,6,13.007,0.616,-0.406,-0.017,-0.006,0
4226,64,26,6,14.956,-0.257,0.121,-0.026,-0.067,1
4227,57,39,6,18.042,0.082,-0.436,0.01,-0.018,0
4228,41,17,2,20.114,0.502,-0.374,-0.077,0.055,1
4229,20,14,1,0.069,-0.185,0.2,-0.069,-0.067,1
4230,39,17,3,17.451,-0.251,0.151,-0.022,-0.067,0
4231,93,35,9,9.923,-0.204,0.139,-0.028,-0.037,0
4232,4,4,2,12.819,-0.32,0.2,-0.018,-0.067,1
4233,11,10,1,0.018,-0.32,0.49,-0.075,-0.067,1
4234,31,14,2,14.852,-0.016,-0.189,0.026,0.062,1
4235,33,19,2,0.8,0.007,-0.359,0.031,-0.067,1
4236,41,16,2,0.815,-0.287,0.557,-0.101,-0.067,1
4237,123,29,7,14.082,-0.254,0.226,-0.04,-0.061,0
4238,41,32,5,12.994,-0.188,0.061,-0.015,-0.018,1
4239,114,69,11,20.836,0.106,0.1,-0.073,-0.034,0
4240,42,14,5,7.551,-0.127,-0.436,0.274,5.113,1
4241,25,15,2,1.573,0.111,0.175,-0.114,-0.067,1
4242,4,3,1,0.032,-0.32,-0.436,0.107,-0.067,1
4243,11,8,2,4.528,0.293,-0.204,-0.075,0.097,1
4244,14,6,1,0.007,0.065,-0.436,-0.001,-0.053,1
4245,54,19,6,10.819,-0.095,-0.059,-0.005,-0.012,1
4246,48,30,2,12.109,0.045,0.041,-0.039,0.004,1
4247,5,3,1,0.023,-0.32,-0.436,0.107,-0.067,1
4248,48,29,4,8.013,0.157,-0.383,0.013,-0.013,0
4249,6,6,1,0.019,-0.32,-0.012,0.023,-0.067,1
4250,86,42,5,8.958,-0.226,0.304,-0.039,-0.06,1
4251,98,37,5,18.029,0.093,-0.358,0.04,0.002,0
4252,8,5,1,0.002,0.523,-0.436,-0.206,-0.067,1
4253,4,2,1,0.0,-0.32,-0.436,0.232,-0.017,1
4254,4,3,1,0.003,-0.32,-0.436,0.107,-0.067,1
4255,6,5,1,0.017,-0.32,-0.436,0.19,-0.067,1
4256,8,6,1,0.012,-0.32,-0.118,0.044,-0.067,1
4257,38,31,2,18.629,-0.107,0.368,-0.065,0.033,0
4258,6,3,1,0.002,-0.32,-0.436,0.107,-0.067,1
4259,57,37,3,16.026,-0.32,0.279,-0.025,-0.067,1
4260,5,2,1,0.069,-0.32,-0.436,0.107,-0.067,1
4261,81,33,5,20.99,0.013,0.004,-0.035,-0.023,1
4262,25,15,2,1.064,0.111,0.073,-0.094,-0.043,1
4263,26,17,2,6.045,0.095,0.347,-0.105,-0.052,1
4264,55,17,9,14.05,-0.32,-0.158,0.052,-0.067,1
4265,8,4,1,0.001,-0.32,-0.118,0.107,-0.042,1
4266,8,7,1,0.049,-0.32,-0.436,0.107,-0.067,1
4267,13,9,2,9.036,0.095,-0.24,-0.009,-0.052,1
4268,10,8,1,0.003,-0.32,0.073,0.007,-0.067,1
4269,5,4,1,0.002,-0.05,-0.436,0.007,-0.067,1
4270,38,26,3,18.998,0.106,0.1,-0.104,-0.057,1
4271,54,20,2,12.925,0.304,-0.341,-0.005,-0.023,1
4272,19,17,3,19.578,-0.036,-0.034,-0.078,-0.067,1
4273,21,12,2,1.959,-0.192,-0.436,0.059,-0.067,1
4274,52,28,3,4.658,-0.216,0.054,0.068,-0.029,1
4275,35,24,5,11.008,-0.089,-0.218,0.007,-0.067,0
4276,79,30,8,16.71,-0.047,-0.371,0.05,-0.017,0
4277,27,23,2,5.761,-0.32,0.507,-0.079,-0.067,1
4278,53,29,3,7.218,-0.066,0.188,0.116,2.822,1
4279,23,7,1,0.036,-0.32,0.449,0.02,-0.059,1
4280,44,19,5,19.482,-0.259,-0.031,0.027,-0.054,0
4281,5,4,1,0.001,-0.32,0.073,0.107,0.013,1
4282,44,28,2,2.525,-0.197,0.432,-0.087,-0.035,1
4283,15,8,3,2.934,-0.32,0.073,0.04,-0.067,1
4284,178,33,6,20.996,-0.146,-0.021,-0.014,-0.062,1
4285,69,32,8,17.957,-0.164,0.376,-0.067,0.503,1
4286,55,22,4,18.01,-0.222,0.582,-0.103,-0.005,1
4287,49,6,11,19.008,-0.32,-0.436,0.148,0.064,1
4288,174,69,16,20.575,0.091,0.31,-0.112,-0.036,0
4289,26,16,4,3.94,-0.061,0.054,-0.047,-0.021,1
4290,7,4,1,0.468,-0.32,0.291,-0.036,-0.067,1
4291,258,73,12,20.661,-0.033,-0.12,0.072,0.039,0
4292,7,5,1,0.0,-0.32,-0.436,0.107,-0.067,1
4293,8,5,2,1.014,-0.32,-0.118,0.107,0.384,1
4294,7,6,1,0.019,-0.32,-0.436,0.107,-0.067,1
4295,69,36,5,19.907,-0.066,0.339,-0.104,-0.029,0
4296,11,7,2,1.892,-0.32,0.027,0.016,-0.067,1
4297,4,3,1,0.003,-0.32,-0.436,0.107,-0.067,1
4298,4,3,1,0.002,-0.32,-0.436,0.357,0.334,1
4299,164,57,10,18.875,0.181,-0.389,0.021,0.013,0
4300,61,24,7,12.423,-0.077,-0.269,0.0,-0.067,1
4301,110,44,11,20.944,-0.259,0.096,0.016,-0.025,0
4302,19,11,2,8.013,0.248,0.1,-0.157,-0.025,1
4303,43,10,3,1.681,-0.32,0.629,-0.103,-0.067,1
4304,84,49,3,7.386,0.306,0.17,-0.102,0.124,0
4305,200,88,5,20.967,0.408,0.2,-0.134,-0.025,1
4306,6,5,2,4.032,-0.32,-0.436,0.19,-0.067,0
4307,12,5,2,6.998,-0.32,-0.436,0.149,0.083,1
4308,50,23,6,11.969,-0.266,0.124,-0.013,-0.055,1
4309,117,44,5,15.0,0.118,0.217,-0.069,-0.036,0
4310,10,6,2,4.972,-0.32,-0.436,0.107,-0.067,1
4311,160,63,8,18.534,-0.109,0.423,-0.075,0.145,0
4312,72,33,7,20.002,0.054,-0.365,0.023,0.022,0
4313,11,10,1,0.444,-0.32,0.49,-0.03,0.024,1
4314,129,42,9,20.961,0.088,-0.021,-0.068,0.193,0
4315,9,7,3,17.951,-0.32,0.13,-0.005,-0.067,1
4316,118,41,4,13.018,0.068,-0.134,-0.012,-0.015,0
4317,47,31,2,12.18,0.053,0.16,-0.053,0.065,1
4318,9,8,1,0.043,-0.32,-0.436,0.162,0.334,1
4319,34,14,2,3.907,-0.32,0.537,-0.085,-0.067,0
4320,22,15,2,0.734,0.048,0.143,-0.075,-0.067,1
4321,16,10,2,9.7,0.017,0.041,-0.05,1.162,0
4322,5,4,1,0.006,-0.32,0.073,0.007,-0.067,1
4323,121,43,7,17.872,0.259,-0.141,0.012,0.017,0
4324,11,6,1,0.343,-0.32,0.258,-0.03,-0.067,1
4325,73,41,5,20.873,0.326,-0.331,0.004,0.023,0
4326,23,11,2,11.552,0.676,-0.436,-0.046,2.926,1
4327,68,29,5,20.974,0.017,0.425,-0.1,0.151,0
4328,117,63,6,17.034,0.152,0.26,-0.077,0.679,0
4329,48,25,9,21.06,0.41,-0.224,-0.039,0.961,0
4330,81,30,5,4.543,-0.22,0.098,0.033,0.232,1
4331,203,62,10,20.681,0.191,-0.348,0.025,0.07,0
4332,133,42,8,20.37,-0.249,-0.321,0.182,0.008,0
4333,132,51,10,20.307,-0.197,-0.127,0.027,0.006,0
4334,130,54,10,17.634,0.084,-0.357,0.018,-0.04,0
4335,93,43,6,19.495,0.202,-0.436,-0.017,-0.037,0
4336,88,60,5,14.164,-0.213,0.461,-0.104,-0.067,0
4337,51,30,2,11.046,-0.109,0.063,-0.031,-0.056,1
4338,11,5,1,0.002,-0.32,0.027,0.198,0.188,1
4339,4,2,1,0.0,-0.32,-0.436,0.107,-0.067,1
4340,67,43,8,14.583,-0.018,-0.246,0.002,-0.007,0
4341,4,3,1,0.0,-0.32,-0.436,0.107,-0.067,1
4342,114,39,8,14.071,-0.296,0.256,-0.021,-0.037,0
4343,179,67,5,14.023,-0.109,0.19,-0.036,-0.006,0
4345,17,11,2,0.458,-0.32,0.462,-0.07,-0.067,1
4346,62,26,9,12.365,-0.298,-0.066,0.107,-0.061,1
4347,69,49,6,19.386,-0.046,0.154,-0.104,-0.067,0
4348,49,30,8,15.399,-0.072,0.135,-0.047,-0.01,0
4349,122,46,6,15.535,-0.198,0.294,-0.074,-0.053,0
4350,21,18,2,7.1,-0.32,0.534,-0.084,-0.067,1
4351,11,8,1,0.094,-0.32,0.027,0.107,0.006,1
4352,13,10,3,3.426,-0.32,0.347,-0.009,0.288,1
4353,8,7,2,0.291,-0.32,-0.436,0.232,0.033,1
4354,33,18,5,11.154,-0.075,0.258,-0.075,-0.049,1
4355,19,6,1,0.023,-0.32,-0.436,0.344,0.017,1
4356,5,4,2,8.113,-0.32,-0.436,0.107,-0.067,1
4357,9,4,1,0.004,0.579,-0.436,0.051,0.089,0
4358,27,13,3,10.195,-0.32,0.507,-0.06,-0.038,1
4359,147,49,6,17.087,-0.109,0.101,-0.006,-0.01,0
4360,19,12,2,7.044,-0.32,-0.034,0.107,-0.004,1
4361,31,23,2,1.587,-0.059,0.221,-0.087,-0.067,1
4362,23,8,3,2.354,-0.32,0.117,-0.002,-0.067,1
4363,9,8,3,8.222,-0.32,-0.436,0.329,0.312,1
4364,92,43,6,16.555,-0.173,0.532,-0.122,-0.056,0
4365,8,6,1,0.066,-0.32,0.2,-0.018,-0.067,1
4366,60,24,4,20.517,-0.23,-0.012,0.115,-0.027,1
4367,147,70,9,16.57,0.056,0.118,-0.047,-0.006,0
4368,70,35,5,5.899,-0.204,0.0,0.071,0.033,1
4369,7,5,2,4.112,-0.32,0.655,-0.108,-0.067,1
4370,4,4,1,0.02,-0.32,0.2,-0.018,-0.067,1
4371,35,22,2,0.599,-0.32,0.219,0.064,-0.004,1
4372,201,74,8,18.48,0.076,0.058,-0.075,-0.046,0
4373,16,10,1,0.066,0.017,-0.436,0.075,-0.042,1
4374,35,23,2,1.049,-0.166,0.437,-0.079,-0.027,1
4375,5,5,1,0.022,-0.32,-0.436,0.107,-0.067,1
4376,113,43,11,20.397,-0.058,-0.256,0.036,-0.028,0
4377,4,3,1,0.001,-0.32,0.2,-0.018,-0.067,1
4378,77,45,5,14.418,-0.127,0.225,-0.082,-0.059,0
